Name,Technology,Prop Type,AngelList,Crunchbase,Domain,HQ Address,City,State,Zip,# Founders,Founded,Years Active,# of Funding Rounds,Valuation Rank,Funding/Year Rank,Total Funding Rank,ARR Rank,CAFR Rank,Avg. Funding/Year,ARR/Funds Raised,Total Funding,Estimated ARR,CFRGR (Compound Funding Round Growth Rate),CAFR,Latest Valuation,Latest Valuation Year,Accelerator,Accelerator 2,Pre-Seed Date,Pre-Seed $,Seed Date,Seed $,Bridge Date,Bridge $,A Round Date,A Round $,B Round Date,B Round $,C Round Date,C Round $,D Round Date,D Round $,E Round Date,E Round $,F Round Date,F Round $,G Round Date,G Round $,H Round Date,H Round $,Unknown Series Date,Unknown Series $,Non-Dilutive Round Date,Non-Dilutive Round $,Exit Date,Exit $,Acquirer
RentPath,,"Multifamily, Residential",https://angel.co/rentpath,https://www.crunchbase.com/organization/rentpath,rentpath.com,950 East Paces Ferry Road,Atlanta,GA,30326,1,1989,36,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Republic,,All,https://angel.co/company/republic,https://www.crunchbase.com/organization/republic-co,https://republic.co/contact,,NY,NY,,,2016,9,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REscan Inc.,,All,https://angel.co/company/rescan_inc,https://www.crunchbase.com/organization/rescan,https://www.rescan360.com/,,Redwood City,CA,,,2015,10,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Resonai,,"Multifamily, Office, Retail, Other",,https://www.crunchbase.com/organization/resonai,https://www.resonai.com/,,Tel Aviv,Israel,,,2013,12,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Resquared,,Retail,https://angel.co/company/resquared,,https://re2.ai/,309 VINE ST,Cincinatti,OH,45202,2,2020,5,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REST Solution,,All,,https://www.crunchbase.com/organization/rest-solution,https://www.restsolution.co/,,Paris,France,,,,2025,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Resumego,,Other,,,https://www.resumego.net/,,,,,,,2025,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RetailMatch,,All,,https://www.crunchbase.com/organization/retailmatch,https://www.retailmatch.io/,,West Hollywood,CA,,,2015,10,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reterro,,Other,,https://www.crunchbase.com/organization/reterro-inc-,http://www.reterro.com/,,Pleasanton,CA,,,2015,10,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ReThink CRM,CRM,"Multifamily, Office, Retail, Other",https://angel.co/rethinkcrm,https://www.crunchbase.com/organization/rethink-real-estate-crm,www.REthinkCRM.com,5323 Levander Loop,Austin,TX,78702,1,2007,18,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rethink Solutions Inc.,,All,,https://www.crunchbase.com/organization/rethink-solutions,https://www.rethinksolutions.com/,,Toronto,Canada,,,2001,24,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retransform,,All,,https://www.crunchbase.com/organization/retransform,https://retransform.com/,,Dallas,TX,,,2005,20,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rettex,,All,https://angel.co/company/rettex,https://www.crunchbase.com/organization/rettex,https://www.rettex.com/home,,Milpitas,CA,,,2018,7,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ReviewPush,,All,https://angel.co/company/reviewpush,https://www.crunchbase.com/organization/reviewpush,https://www.reviewpush.com/,,Austin,TX,,,2011,14,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REVIVRR,,"Office, Retail, Hospitality, Industrial, Other",Not Found,Not Found,https://revivrr.com/home/,8350 N Central Expy,Dallas,TX,75206,,2018,7,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RevPart,,Other,https://angel.co/company/revpart,https://www.crunchbase.com/organization/revpart,https://revpart.com/services/molding-services/,,Fayetteville,GA,,,2014,11,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RICOH Tours,,Residential,Not Found,Not Found,https://www.ricohtours.com/es/,10050 N Wolfe Rd,Cupertino,CA,95014,,,2025,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rise Buildings,Property Management,"Multifamily, Office",https://angel.co/company/rise-software-1,https://www.crunchbase.com/organization/rise-buildings,www.risebuildings.com,312 N. May St.,Chicago,IL,,1,2016,9,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riseio Inc.,,"Multifamily, Office",https://angel.co/company/riseio,https://www.crunchbase.com/organization/riseio,https://www.riseio.com/,1161 Mission Street,San Francisco,CA,94103,2,2016,9,1,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,12-Feb-18, $ -   ,,,,,,,,,,,,,,,,,,,,,,,,,
Rivur,,"Office, Retail",https://angel.co/company/rivur,https://www.crunchbase.com/organization/rivur,www.rivur.com/,6085 Barfield Road; Suite 200,Atlanta,GA,30328,2,N/A,#VALUE!,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rockport VAL, LLC",,"Multifamily, Office, Retail, Hospitality, Industrial, Other",,https://www.crunchbase.com/organization/rockport-val-llc,https://www.rockportval.com/,,NY,NY,,,2017,8,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roofscapes,Tree Roofs,"Multifamily, Office, Retail, Hospitality, Industrial, Other",,,https://www.roofscapes.studio,,Boston,MA ,,,,2025,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Room Estate,,Residential,Not Found,Not Found,https://roomestate.com/,71 Katzenbachstrasse,Zürich,Switzerland,,2,2015,10,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roomored,,"Multifamily, Residential",https://angel.co/company/roomored,https://www.crunchbase.com/organization/roomored,https://roomored.com/,,,,,,2016,9,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RoundHound,,ALL,Not Found,Not Found,https://www.roundhound.com/,,Nashville,TN,37203,,2016,9,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS Technologies,,Other,,https://www.crunchbase.com/organization/rs-technologies,https://www.rs-tec.jp/,,Tokyo,Japan,,,2010,15,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rSquared CRE,,All,,https://www.crunchbase.com/organization/rsquared-cre,https://rsquaredcre.com/,230 W Monroe St,Chicago,IL,60606,,2019,6,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SaaSTrax,,Multifamily,Not Found,Not Found,https://www.saastrax.com/,9101 Kings Parade Blvd,Charlotte,NC,28273,1,2019,6,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sage Greenlife,Green Building,ALL,,https://www.crunchbase.com/organization/sagegreenlife,http://www.sagegreenlife.com/,730 W Randolph,Chicago,Illinois,60661,1,2010,15,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SalesLeads,,Multifamily,,https://www.crunchbase.com/organization/salesleads,https://www.salesleadsinc.com/,,Jacksonville,FL,,,1959,66,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schedule My Rent,,Residential,,https://www.crunchbase.com/organization/schedulemyrent,https://www.schedulemyrent.com/,,Albuquerque,New Mexico,,,2015,10,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seasia Infotech,,ALL,https://angel.co/company/seasia-infotech,https://www.crunchbase.com/organization/seasia-infotech,https://www.seasiainfotech.com/,,Chandigarh,India,,,2000,25,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selectabroker,,ALL,Not Found,Not Found,https://www.selectamortgagebroker.com.au/,10 Tassone Crt,Victoria,Australia,,1,2007,18,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SelectLeaders, LLC",,Other,,https://www.crunchbase.com/organization/select-leaders,https://www.selectleaders.com/,,NY,NY,,,,2025,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sensing Labs,,ALL,,https://www.crunchbase.com/organization/sensing-labs#section-overview,sensing-labs.com/,,Montpellier,France,,,2014,11,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sentient Buildings,,Multifamily,https://angel.co/company/sentient-buildings/people,,http://www.sentientbuildings.com/about-us/,33 Saw Mill River Road,Hasting-on-Hudson,NY,10706,,2014,11,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serfy,,Multifamily,https://angel.co/company/serfy,https://www.crunchbase.com/organization/serfy,https://serfy.io/,,London,UK,,,2016,9,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Service Trade,,Construction,,https://www.crunchbase.com/organization/servicetrade,https://servicetrade.com/,,Durham,NC,,,,2025,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sesame Access,,Multifamily,https://angel.co/u/sesame-access,,https://www.sesameaccess.com/,,,,,,,2025,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SharedSpace,,Office,https://angel.co/company/sharedspace,https://www.crunchbase.com/organization/sharedspace,https://sharedspace.work/,,Smyrna,Georgia,,,2016,9,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shomer,,Multifamily,https://angel.co/company/shomer,https://www.crunchbase.com/organization/shomer,https://www.shomerapp.com/,,Miami,FL,,,2019,6,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shuftipro,,Multifamily,https://angel.co/company/shuftiproltd,https://www.crunchbase.com/organization/shufti-pro,https://shuftipro.com/,,London,UK,,,2017,8,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shutters WA,,Residential,,,https://shutterswa.com.au/,,,,,,,2025,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIG / Sands Investment Group,,Multifamily,https://angel.co/u/sandsinvestment,,https://signnn.com/,,,,,,,2025,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SightPlan,,ALL,https://angel.co/company/sightplan,https://www.crunchbase.com/organization/sightplan,https://www.sightplan.com,618 E South St #620,Orlando,FL,32801,1,2013,12,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,27-Mar-19,,,,,,,,,,,,,,,,,,,,
Signal Compliance,,Multifamily,Not Found,Not Found,https://www.signalcompliance.com/,"182 Summer Street, Building 6-240",Kingston,MA ,2364,,2015,10,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silvertrac Software,,Multifamily,https://angel.co/u/silvertracsoftware,https://www.crunchbase.com/organization/silvertrac,https://www.silvertracsoftware.com/,,Las Vegas,Nevada,,,2017,8,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Simuwatt, INC / Buildee",,ALL,,https://www.crunchbase.com/organization/buildee,https://buildee.com/,,Boulder,Colorado,,,2018,7,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sine,,Multifamily,https://angel.co/company/sine-1,https://www.crunchbase.com/organization/sine-group,https://www.sine.co/,,Australia Plains,Australia,,,2013,12,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SITE Technologies,,Multifamily,https://angel.co/company/site-technologies,https://www.crunchbase.com/organization/site-technologies,https://www.sitetechnologies.io/,,Chicago,IL,,,2017,8,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SiteCompli,,Multifamily,https://angel.co/company/sitecompli-2,https://www.crunchbase.com/organization/sitecompli,https://sitecompli.com/,,NY,NY,,,2008,17,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SiteStuff,Procurement,Multifamily,https://angel.co/sitestuff,https://www.crunchbase.com/organization/sitestuff,www.sitestuff.com,"12401 Research Blvd., Bldg., I, Suite 250",Austin,TX ,78759,1,1999,26,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skanska,,ALL,,https://www.crunchbase.com/organization/skanska,www.skanska.com,25 Warfvinges väg,Stockholms län,Sweden,,1,1887,138,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SkillSignal,,Industrial,https://angel.co/company/skillsignal,https://www.crunchbase.com/organization/skillsignal,https://www.skillsignal.com/,,Princeton,New Jersey,,,2018,7,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky Foundry,Energy Management,ALL,https://angel.co/sky-foundry,https://www.crunchbase.com/organization/skyfoundry,skyfoundry.com,PO Box 1749,Glen Allen,VA ,23060,2,2009,16,1,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,1-Jan-11, $ -   ,,,,,,,,,,,,,,,,,,,,,,,,,
Skyfii,,Multifamily,,"https://www.crunchbase.com/organization/skyfii-limited
",https://skyfii.io/,,Woollomooloo,Australia,,,2012,13,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmartCSM,,ALL,https://angel.co/company/smartcsm,https://www.crunchbase.com/organization/smart-csm,https://smartcsm.com/,,El Segundo,CA,,,2015,10,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smartengine wtec,,Multifamily,,https://www.crunchbase.com/organization/smartengine-wtec,https://wtec.io/technology,,Bad Homburg,Germany,,,1989,36,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmarterListings,AR/VR,Multifamily,,https://www.crunchbase.com/organization/smart-listing,http://www.smarterlistings.com/,,,,,N/A,N/A,#VALUE!,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smartgallery,,Residential,,https://www.crunchbase.com/organization/smartgallery-io,http://smartgallery.io/,,,,,,,2025,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmartPoint Micro-Location Solutions,,ALL,Not Found,Not Found,https://www.smartpoint.co/,,Pretoria,South Africa,,,2007,18,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmartProperty,,Residential,https://angel.co/company/smartproperty,https://www.crunchbase.com/organization/smartproperty,https://smartproperty.com/,,San Diego,CA,,,2016,9,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMS Assist,,Multifamily,,https://www.crunchbase.com/organization/sms-assist,https://smsassist.com/,,Chicago,IL ,,,1995,30,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOFT4,,ALL,,https://www.crunchbase.com/organization/soft4-realestate,https://soft4realestate.com/,,Kaunas,Lithuania,,,2008,17,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SoldByAir,Real Estate Drone Photography,Multifamily,Not Found,Not Found,https://www.soldbyair.com/,211 Delaware Cir,Avondale,PA,19348,,,2025,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soteria Intelligence,Social Media,ALL,https://angel.co/company/soteria-intelligence,https://www.crunchbase.com/organization/soteria-intelligence,https://www.soteriaintelligence.com/,,Beverlly Hills,CA,,,2013,12,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Space Logik,Space Planning,Office,,https://www.crunchbase.com/organization/spacelogik,http://www.spacelogik.com,350 West Hubbard,Chicago,IL ,60654,N/A,1990,35,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Space-O Technologies Canada,,Multifamily,https://angel.co/u/space-o-canada,https://www.crunchbase.com/organization/space-o-technologies-canada,https://www.spaceo.ca/,,,,,,2016,9,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spacelist,,Multifamily,https://angel.co/company/spacelist,https://www.crunchbase.com/organization/spacelist,https://www.spacelist.co/,,Vancouver,Canada,,,2011,14,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SpaceOS,,Office,https://angel.co/company/spaceos,https://www.crunchbase.com/organization/spaceos,https://spaceos.io,,Galway,Ireland,,,2017,8,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spaces,Coworking,Multifamily,https://angel.co/company/spaces-6,https://www.crunchbase.com/organization/spaces-works,www.spacesworks.com/,Mr. Treublaan 7,Amsterdam,Amsterdam,1097,1,2008,17,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SpaceShare,,Office,https://angel.co/company/spaceshare-3,,www.spaceshare.vn,Đường Trung Văn,Hanoi,Vietnam,,2,2018,7,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Space Us,Utilization,"Office, Multifamily, Retail",,,https://spaceus.co,,Boston,MA,,,,2025,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spacie,,Multifamily,,https://www.crunchbase.com/organization/spacie,https://www.spacie.ca/,,Toronto,Canada,,,2018,7,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SpareRoom,,Residential,,https://www.crunchbase.com/organization/spareroom,https://www.spareroom.com/,,Manchester,UK,,,2004,21,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sparkline, Inc.",,Other,https://angel.co/company/sparkline-2,https://www.crunchbase.com/organization/sparkline-inc,https://www.sparkline.ai/,,Pittsburgh,PA,,,2020,5,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sparkoffice,,Residential,,https://www.crunchbase.com/organization/sparkoffer,https://sparkoffer.com/,470 Atlantic Ave,Boston,MA,2210,1,2018,7,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SpatialFirst,,Multifamily,https://angel.co/company/spatial-first,https://www.crunchbase.com/organization/spatialfirst,https://www.spatialfirst.com/,,Berkeley,CA,,,2018,7,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatio Metrics,,Office,,,https://www.spatiometrics.com,,Boston,MA,,,,2025,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SpillFix,,Other,https://angel.co/u/spillfix,,https://spillfix.com/,,,,,,,2025,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Springboard,,Retail,,https://www.crunchbase.com/organization/springboard-research-ltd,https://www.spring-board.info/,"Noble House, Capital Drive",Milton Keynes,UK,MK14 6QP,1,2002,23,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starry,,Other,https://angel.co/company/starry,https://www.crunchbase.com/organization/starry-2,gostarry.com/,San Francisco Bay Area,San Francisco,CA,,2,2014,11,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stealthforce,Analysis,ALL,https://angel.co/stealthforce,https://www.crunchbase.com/organization/stealthforce,www.StealthForce.com,79 Madison Ave,New York,NY,10016,1,N/A,#VALUE!,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StemLending.com,,Residential,https://angel.co/company/stem-lending,https://www.crunchbase.com/organization/stem-lending,https://www.stemlending.com/,,Jersey City,New Jersey,,,2017,8,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stessa,Property Management,Multifamily,https://angel.co/company/stessa,https://www.crunchbase.com/organization/stessa,www.stessa.com/,"4 Embarcadero Center, Suite 1500",San Francisco,CA,94111,2,2016,9,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27-Mar-18,,JLL
Straight North,,All,,https://www.crunchbase.com/organization/straight-north,https://www.straightnorth.com/,,Downers Grove,IL,,,2008,17,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stratafolio,Portfolio Management,All,,https://www.crunchbase.com/organization/stratafolio,https://stratafolio.com/,415 12th Ave SE,Cedar Rapids,IA ,52401,1,2017,8,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stratafy Connect,,"Office, Multifamily, Retail",,https://www.crunchbase.com/organization/stratafy,https://stratafyconnect.com/,,Sydney,Australia,,,2017,8,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STRATIS,,Multifamily,https://angel.co/company/stratis-ems,https://www.crunchbase.com/organization/stratis,stratisiot.com/,3721 Midvale Ave,Philadelphia,PA ,19129,2,2013,12,1,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,1-Oct-16, $ -   ,,,,,,,,,,,,,,,,,,,,,,,,,
StratoDem Analytics,,All,https://angel.co/company/stratodem-analytics,,https://stratodem.com/,,,,,,,2025,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studio11,,"Residential, Other",Not Found,Not Found,http://en.studio11.by/,220123 Republic of Belarus,Minsk,Republic of Belarus,,,,2025,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studio Graphene,,All,,https://www.crunchbase.com/organization/studio-graphene,,,London,UK,,,2014,11,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SuiteSpot Technology,,"Office, Multifamily",https://angel.co/company/suitespot,https://www.crunchbase.com/organization/suitespot-technology,https://www.suitespottechnology.com/,,Toronto,Canada,,,2017,8,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suffolk Construction,,ALL,,https://www.crunchbase.com/organization/suffolk-construction,www.suffolk.com,65 Allerton St,Boston,MA,2119,1,1982,43,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SwingSpace, LLC",,Office ,https://angel.co/company/swingspace,.,swingspace.com,21 Dupont Cir NW #750,Washington,DC,20036,N/A,N/A,#VALUE!,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SyndicationPro,,"Office, Multifamily, Retail, Industrial",,https://www.crunchbase.com/organization/syndicationpro-com,https://syndicationpro.com/,,,,,,2018,7,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Synlio - RFP Automation,,All,https://angel.co/company/synlio,https://www.crunchbase.com/organization/synlio,www.synlio.com/,Greater Phoenix Area,,,,N/A,2017,8,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tangible,,Retail,,,https://www.tangibledata.io/#/,Boston,MA,,,,,2025,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tango,,"Office, Retail, Other",,https://www.crunchbase.com/organization/tango-analytics,https://tangoanalytics.com/,,Coppell,TX,,,,2025,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tap Report,,"Multifamily, Office, Retail, Hospitality, Industrial, Other",,https://www.crunchbase.com/organization/tap-report,https://tapreport.io/home/,,Toronto,Canada,,,2011,14,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tapa,,All,Not Found,Not Found,https://www.tapa.cc/,503 Carlisle Dr,Herdon,VA,20170,,2019,6,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
